account-name,posten-id,posten-ersatz,posten-laufzeit,posten-verlängerung,posten-Kündigungsfrist,posten-beginn,posten-ende,posten-status,posten-preis-mrc,posten-preis-nrc,posten-name,posten-beschreibung,AltePostenIDExcel_DC1_REF,Gnom_ID,Netz,GW Kommentar
20028,100332,n/a,1,1,2,01.05.2022,,aktiv," 190,87 € ", -   € ,MetroEthernet,"Transparente Ethernetverbindung zwischen A-Ende: Mönchhaldenstraße 26, 70191 Stuttgart B-Ende: Gropiusplatz 10, 70563 Stuttgart, Bandwidth: 10000 Mbit/s EAST",100332_13427_V35528_P63387,,,
20028,100333,n/a,1,1,2,01.05.2022,,aktiv," 190,87 € ", -   € ,MetroEthernet,"Transparente Ethernetverbindung zwischen A-Ende: Mönchhaldenstraße 26, 70191 Stuttgart B-Ende: Gropiusplatz 10, 70563 Stuttgart, Bandwidth: 10000 Mbit/s WEST",100333_13427_V35528,,,Keinen korrespondierender DC1 Vertragsposten vorhanden
20028,100334,n/a,1,1,2,01.05.2022,,aktiv," 649,21 € ", -   € ,MetroInternet,"MetroInternet Westerbachstraße 110, 65936 Frankfurt, Bandwidth: 300 Mbit/s",100334_13427_V35528_P63388,,,
20028,100335,n/a,1,1,2,01.05.2022,,aktiv," 791,86 € ", -   € ,MetroInternet,"MetroInternet Heerdter Lohweg 35, 40549 Düsseldorf, Bandwidth: 150 Mbit/s",100335_13427_V35528_P63389,,,
20028,100336,n/a,1,1,2,01.05.2022,,aktiv," 126,17 € ", -   € ,MetroInternet,"MetroInternet Heilbronner Straße 86, 70191 Stuttgart, Bandwidth: 300 Mbit/s",100336_13427_V35528_P63390,,,
20028,100337,n/a,1,1,2,01.05.2022,,aktiv," 449,45 € ", -   € ,MetroInternet,"MetroInternet Am Kapelleufer 1-6, 10117 Berlin, Bandwidth: 50 Mbit/s",100337_13427_V35528_P63391,,,
20028,100338,n/a,1,1,2,01.05.2022,,aktiv," 25,00 € "," 50,00 € ",MV,"Connectivity+ BGP Router / VPN Router - MetroInternet Westerbachstraße 110, 65936 Frankfurt",100338_13427_V35528_P63392,,,
20028,100339,n/a,1,1,2,01.05.2022,,aktiv," 25,00 € "," 50,00 € ",MV,"Connectivity+ BGP Router / VPN Router - Heerdter Lohweg 35, 40549 Düsseldorf",100339_13427_V35528,,,Keinen korrespondierender DC1 Vertragsposten vorhanden (4x VPN Router)
20028,100340,n/a,1,1,2,01.05.2022,,aktiv," 25,00 € "," 50,00 € ",MV,"Connectivity+ BGP Router / VPN Router - Heilbronner Straße 86, 70191 Stuttgart",100340_13427_V35528,,,Keinen korrespondierender DC1 Vertragsposten vorhanden (4x VPN Router)
20028,100341,n/a,1,1,2,01.05.2022,,aktiv," 25,00 € "," 50,00 € ",MV,"Connectivity+ BGP Router / VPN Router - MetroInternet Am Kapelleufer 1-6, 10117 Berlin",100341_13427_V35528,,,Keinen korrespondierender DC1 Vertragsposten vorhanden (4x VPN Router)
20028,100342,n/a,1,1,2,01.05.2022,,aktiv," 1,50 € "," 50,00 € ",IP_31,"Öffentliches /31 IPv4 Netz, 2 Nutzbare Adressen",100342_13427_V7699,None,94.186.161.56/31,Keinen korrespondierender DC1 Vertragsposten vorhanden
20028,100343,n/a,1,1,2,01.05.2022,,aktiv," 1,50 € "," 50,00 € ",IP_31,"Öffentliches /31 IPv4 Netz, 2 Nutzbare Adressen",100343_13427_V8356,None,94.186.161.62/31,Keinen korrespondierender DC1 Vertragsposten vorhanden
20028,100344,n/a,1,1,2,01.05.2022,,aktiv," 1,50 € "," 50,00 € ",IP_31,"Öffentliches /31 IPv4 Netz, 2 Nutzbare Adressen",100344_13427_V6637,G-S8XJG2VP,94.186.162.168/31,Keinen korrespondierender DC1 Vertragsposten vorhanden
20028,100345,n/a,1,1,2,01.05.2022,,aktiv," 1,50 € "," 50,00 € ",IP_31,"Öffentliches /31 IPv4 Netz, 2 Nutzbare Adressen",100345_13427_V7534,None,94.186.163.122/31,Keinen korrespondierender DC1 Vertragsposten vorhanden
20028,100346,n/a,1,1,2,01.05.2022,,aktiv," 1,50 € "," 50,00 € ",IP_31,"Öffentliches /31 IPv4 Netz, 2 Nutzbare Adressen",100346_13427_V7055,None,94.186.179.232/31,Keinen korrespondierender DC1 Vertragsposten vorhanden
20028,100347,n/a,1,1,2,01.05.2022,,aktiv," 1,50 € "," 50,00 € ",IP_31,"Öffentliches /31 IPv4 Netz, 2 Nutzbare Adressen",100347_13427_V7055,None,94.186.179.234/31,Keinen korrespondierender DC1 Vertragsposten vorhanden
20028,100302,100328,1,1,2,01.01.2021,31.03.2021,ausgelaufen-posten_wurde_ersetzt," 10,00 € "," 50,00 € ",BP,BGP Routing,100302_13427_V34960_P17035,,,
20028,100303,100329,1,1,2,01.01.2021,31.03.2021,ausgelaufen-posten_wurde_ersetzt," 10,00 € "," 50,00 € ",BP,BGP Routing,100303_13427_V34960,,,Keinen korrespondierender DC1 Vertragsposten vorhanden
20028,100304,n/a,1,1,2,01.01.2021,31.03.2021,ausgelaufen-posten_ist_ausgelaufen," 190,87 € ", -   € ,MetroEthernet,"Transparente Ethernetverbindung zwischen A-Ende: Neue Brücke 8, 70173 Stuttgart B-Ende: Mönchhaldenstraße 26, 70191 Stuttgart, Bandwidth: 10000 Mbit/s EAST",100304_13427_V34962_P12933,,,
20028,100305,100328,1,1,2,01.01.2021,31.03.2021,ausgelaufen-posten_ist_ausgelaufen," 190,87 € ", -   € ,MetroEthernet,"Transparente Ethernetverbindung zwischen A-Ende: Neue Brücke 8, 70173 Stuttgart B-Ende: Mönchhaldenstraße 26, 70191 Stuttgart, Bandwidth: 10000 Mbit/s WEST",100305_13427_V34962,,,
20028,100306,n/a,1,1,2,01.01.2021,31.03.2021,ausgelaufen-posten_ist_ausgelaufen," 741,61 € ", -   € ,MetroInternet,"MetroInternet Westerbachstraße 110, 65936 Frankfurt, Bandwidth: 300 Mbit/s",100306_13427_V34962_P12936,,,
20028,100307,100338,1,1,2,01.01.2021,31.03.2021,ausgelaufen-posten_wurde_ersetzt," 25,00 € "," 50,00 € ",MV,Connectivity+ BGP Router / VPN Router,100307_13427_V34962_P12945,,,
20028,100308,100339,1,1,2,01.01.2021,31.03.2021,ausgelaufen-posten_wurde_ersetzt," 25,00 € "," 50,00 € ",MV,Connectivity+ BGP Router / VPN Router,100308_13427_V34962_P13447,,,
20028,100309,100340,1,1,2,01.01.2021,31.03.2021,ausgelaufen-posten_wurde_ersetzt," 25,00 € "," 50,00 € ",MV,Connectivity+ BGP Router / VPN Router,100309_13427_V34962_P13448,,,
20028,100310,100341,1,1,2,01.01.2021,31.03.2021,ausgelaufen-posten_wurde_ersetzt," 25,00 € "," 50,00 € ",MV,Connectivity+ BGP Router / VPN Router,100310_13427_V34962_P13606,,,
20028,100311,n/a,1,1,2,01.01.2021,31.03.2021,ausgelaufen-posten_ist_ausgelaufen," 25,00 € "," 50,00 € ",MV,Connectivity+ BGP Router / VPN Router,100311_13427_V34962_P14183,,,
20028,100312,100330,1,1,2,01.01.2021,31.03.2021,ausgelaufen-posten_wurde_ersetzt," 59,31 € ", -   € ,AlienWave,"Bereitstellung ITU-TS Rec. G.694.2 Wellenlänge auf der Strecke: A-Ende: Neue Brücke 8, 70173 Stuttgart B-Ende: Gropiusplatz 10, 70563 Stuttgart EAST",100312_13427_V34962_P13195,,,
20028,100314,n/a,1,1,2,01.01.2021,31.03.2021,ausgelaufen-posten_ist_ausgelaufen," 791,86 € ", -   € ,MetroInternet,"MetroInternet Heerdter Lohweg 35, 40549 Düsseldorf, Bandwidth: 150 Mbit/s",100314_13427_V34962_P13443,,,
20028,100315,n/a,1,1,2,01.01.2021,31.03.2021,ausgelaufen-posten_ist_ausgelaufen," 252,23 € ", -   € ,MetroInternet,"MetroInternet Heerdter Lohweg 35, 40549 Düsseldorf, Bandwidth: 20 Mbit/s",100315_13427_V34962_P13445,,,
20028,100316,n/a,1,1,2,01.01.2021,31.03.2021,ausgelaufen-posten_ist_ausgelaufen," 126,17 € ", -   € ,MetroInternet,"MetroInternet Heilbronner Straße 86, 70191 Stuttgart, Bandwidth: 300 Mbit/s",100316_13427_V34962_P13579,,,
20028,100317,n/a,1,1,2,01.01.2021,31.03.2021,ausgelaufen-posten_ist_ausgelaufen," 449,45 € ", -   € ,MetroInternet,"MetroInternet Am Kapelleufer 1-6, 10117 Berlin, Bandwidth: 50 Mbit/s",100317_13427_V34962_P14181,,,
20028,100318,n/a,1,1,2,01.01.2021,31.03.2021,ausgelaufen-posten_ist_ausgelaufen," 818,23 € ", -   € ,MetroEthernet,"Transparente Ethernetverbindung zwischen A-Ende: Margarethenstr. 38, CH-4053 Basel Stuttgart B-Ende: Gropiusplatz 10, 70563 Stuttgart, Bandwidth: 300 Mbit/s",100318_13427_V34962_P17171,,,
20028,100319,n/a,1,1,2,01.01.2021,31.03.2021,ausgelaufen-posten_ist_ausgelaufen," 911,45 € ", -   € ,MetroEthernet,"Transparente Ethernetverbindung zwischen A-Ende: Margarethenstr. 38, CH-4053 Basel Stuttgart B-Ende: Gropiusplatz 10, 70563 Stuttgart, Bandwidth: 50 Mbit/s",100319_13427_V34962_P18759,,,
20028,100320,100332,1,1,2,01.01.2021,31.03.2021,ausgelaufen-posten_wurde_ersetzt," 190,87 € ", -   € ,MetroEthernet,"Transparente Ethernetverbindung zwischen A-Ende: Mönchhaldenstraße 26, 70191 Stuttgart B-Ende: Gropiusplatz 10, 70563 Stuttgart, Bandwidth: 10000 Mbit/s EAST",100320_13427_V34962_P19287,,,
20028,100321,100333,1,1,2,01.01.2021,31.03.2021,ausgelaufen-posten_wurde_ersetzt," 190,87 € ", -   € ,MetroEthernet,"Transparente Ethernetverbindung zwischen A-Ende: Mönchhaldenstraße 26, 70191 Stuttgart B-Ende: Gropiusplatz 10, 70563 Stuttgart, Bandwidth: 10000 Mbit/s WEST",100321_13427_V34962,,,Keinen korrespondierender DC1 Vertragsposten vorhanden
20028,100322,n/a,1,1,2,01.01.2021,31.03.2021,ausgelaufen-posten_ist_ausgelaufen," 126,17 € ", -   € ,MetroInternet,"MetroInternet Heilbronner Straße 86, 70191 Stuttgart, Bandwidth: 1000 Mbit/s",100322_13427_V34962_P56446,,,
20028,100323,100331,1,1,2,01.01.2021,31.03.2021,ausgelaufen-posten_wurde_ersetzt," 86,27 € ", -   € ,AlienWave,"Bereitstellung ITU-TS Rec. G.694.2 Wellenlänge auf der Strecke: A-Ende: Neue Brücke 8, 70173 Stuttgart B-Ende: Gropiusplatz 10, 70563 Stuttgart WEST",100323_13427_V34962_P13197,,,
20028,100348,n/a,1,1,2,01.05.2022,,aktiv," 1,50 € "," 50,00 € ",IP_31,"Öffentliches /31 IPv4 Netz, 2 Nutzbare Adressen",100348_13427,G-865VAQI3,94.186.181.130/31,Keinen korrespondierender DC1 Vertragsposten vorhanden
20028,100349,n/a,1,1,2,01.05.2022,,aktiv," 10,00 € "," 50,00 € ",IP_28,"Öffentliches /28 IPv4 Netz, 14 Nutzbare Adressen",100349_13427_V6637,None,94.186.185.96/28,Keinen korrespondierender DC1 Vertragsposten vorhanden
20028,100350,n/a,1,1,2,01.05.2022,,aktiv," 1,50 € "," 50,00 € ",IP_31,"Öffentliches /31 IPv4 Netz, 2 Nutzbare Adressen",100350_13427_V7486,None,94.186.187.148/31,Keinen korrespondierender DC1 Vertragsposten vorhanden
20028,100351,n/a,1,1,2,01.05.2022,,aktiv," 1,50 € "," 50,00 € ",IP_31,"Öffentliches /31 IPv4 Netz, 2 Nutzbare Adressen",100351_13427_V7516,None,94.186.187.210/31,Keinen korrespondierender DC1 Vertragsposten vorhanden
20028,100352,n/a,1,1,2,01.05.2022,,aktiv," 1,50 € "," 50,00 € ",IP_31,"Öffentliches /31 IPv4 Netz, 2 Nutzbare Adressen",100352_13427,G-NQHO9GO9,94.186.187.216/31,Keinen korrespondierender DC1 Vertragsposten vorhanden
20028,100353,n/a,1,1,2,01.05.2022,,aktiv," 1,50 € "," 50,00 € ",IP_31,"Öffentliches /31 IPv4 Netz, 2 Nutzbare Adressen",100353_13427_V34960,G-807DCGBY,94.186.187.244/31,Keinen korrespondierender DC1 Vertragsposten vorhanden
20028,100354,n/a,1,1,2,01.05.2022,,aktiv," 10,00 € "," 50,00 € ",IP_28,"Öffentliches /28 IPv4 Netz, 14 Nutzbare Adressen",100354_13427_V6637,None,94.186.188.96/28,Keinen korrespondierender DC1 Vertragsposten vorhanden
20028,100355,n/a,1,1,2,01.05.2022,,aktiv," 1,50 € "," 50,00 € ",IP_31,"Öffentliches /31 IPv4 Netz, 2 Nutzbare Adressen",100355_13427_V7486,None,94.186.193.34/31,Keinen korrespondierender DC1 Vertragsposten vorhanden
20028,100356,n/a,1,1,2,01.05.2022,,aktiv," 1,50 € "," 50,00 € ",IP_31,"Öffentliches /31 IPv4 Netz, 2 Nutzbare Adressen",100356_13427_V7700,None,94.186.197.182/31,Keinen korrespondierender DC1 Vertragsposten vorhanden
20028,100357,n/a,1,1,2,01.05.2022,,aktiv," 1,50 € "," 50,00 € ",IP_31,"Öffentliches /31 IPv4 Netz, 2 Nutzbare Adressen",100357_13427_V7700,None,94.186.197.184/31,Keinen korrespondierender DC1 Vertragsposten vorhanden
20028,100358,n/a,1,1,2,01.05.2022,,aktiv," 1,50 € "," 50,00 € ",IP_31,"Öffentliches /31 IPv4 Netz, 2 Nutzbare Adressen",100358_13427_V8356,None,94.186.208.42/31,Keinen korrespondierender DC1 Vertragsposten vorhanden
20028,100359,n/a,1,1,2,01.05.2022,,aktiv," 1,50 € "," 50,00 € ",IP_31,"Öffentliches /31 IPv4 Netz, 2 Nutzbare Adressen",100359_13427_V125249,G-T4O2ADT6,94.186.215.136/31,Keinen korrespondierender DC1 Vertragsposten vorhanden
20028,100360,n/a,1,1,2,01.05.2022,,aktiv," 1,50 € "," 50,00 € ",IP_31,"Öffentliches /31 IPv4 Netz, 2 Nutzbare Adressen",100360_13427_V34960,G-230LXWL0,94.186.215.138/31,Keinen korrespondierender DC1 Vertragsposten vorhanden
20028,100361,n/a,1,1,2,01.05.2022,,aktiv," 1,50 € "," 50,00 € ",IP_31,"Öffentliches /31 IPv4 Netz, 2 Nutzbare Adressen",100361_13427_V34960,G-6TA5VQIL,94.186.215.144/31,Keinen korrespondierender DC1 Vertragsposten vorhanden
20028,100362,n/a,1,1,2,01.05.2022,,aktiv," 5,00 € "," 50,00 € ",IP_29,"Öffentliches /29 IPv4 Netz, 6 Nutzbare Adressen",100362_13437,G-0WQXPPHM,94.186.158.48/29,Keinen korrespondierender DC1 Vertragsposten vorhanden
20028,100365,n/a,1,1,2,01.05.2022,,aktiv," 291,16 € ", -   € ,MetroEthernet,"Transparente Ethernetverbindung zwischen A-Ende: Rotebühlstraße 125, 70178 Stuttgart H1 B-Ende: DC1 RZ LEV1 H1, Bandwidth: 10000 Mbit/s",100365_13457_V124424_P54790,,,
20028,100366,n/a,1,1,2,01.05.2022,,aktiv," 291,16 € ", -   € ,MetroEthernet,"Transparente Ethernetverbindung zwischen A-Ende: Gropiusplatz 10, 70563 Stuttgart H2 B-Ende: DC1 RZ LEV1 H2, Bandwidth: 10000 Mbit/s WEST",100366_13457_V124424_P54791,,,
20028,100367,n/a,1,1,2,01.05.2022,,aktiv," 121,32 € ", -   € ,MetroEthernet,"Transparente Ethernetverbindung zwischen A-Ende: Rotebühlstraße 125, 70178 Stuttgart H1 B-Ende: Gropiusplatz 10, 70563 Stuttgart H1, Bandwidth: 10000 Mbit/s EAST",100367_13457_V126190_P63464,,,
20028,100368,n/a,1,1,2,01.05.2022,,aktiv," 161,76 € ", -   € ,MetroEthernet,"Transparente Ethernetverbindung zwischen A-Ende: Neue Brücke 8, 70173 Stuttgart H2 B-Ende: Gropiusplatz 10, 70563 Stuttgart H2, Bandwidth: 10000 Mbit/s WEST",100368_13457_V126190,,,
20028,100369,n/a,1,1,2,01.05.2022,,aktiv," 2,50 € "," 50,00 € ",IP_30,"Öffentliches /30 IPv4 Netz, 1 Nutzbare Adressen",100369_13574_V125204_P61706,,,Kein Posten im Gnom
20028,100370,n/a,1,1,2,01.05.2022,,aktiv," 10,00 € "," 50,00 € ",IP_28,"Öffentliches /28 IPv4 Netz, 14 Nutzbare Adressen",100370_13574_V125204_P61707,None,94.186.188.144/28,
20028,100371,n/a,1,1,2,01.05.2022,,aktiv," 10,00 € "," 50,00 € ",IP_28,"Öffentliches /28 IPv4 Netz, 14 Nutzbare Adressen",100371_13574_V125204,None,94.186.188.192/28,Keinen korrespondierender DC1 Vertragsposten vorhanden
20028,100372,n/a,1,1,2,01.05.2022,,aktiv," 1,50 € "," 50,00 € ",IP_31,"Öffentliches /31 IPv4 Netz, 2 Nutzbare Adressen",100372_13574_V125204,G-MOQHA1P8,94.186.228.168/31,Keinen korrespondierender DC1 Vertragsposten vorhanden
20028,100373,n/a,1,1,2,01.05.2022,,aktiv," 1,50 € "," 50,00 € ",IP_31,"Öffentliches /31 IPv4 Netz, 2 Nutzbare Adressen",100373_13574_V125204,G-YRVVFUM2,94.186.228.172/31,Keinen korrespondierender DC1 Vertragsposten vorhanden
20028,100379,n/a,1,1,2,01.05.2022,,aktiv," 666,47 € ", -   € ,AlienWave,"Bereitstellung ITU-TS Rec. G.694.2 Wellenlänge auf der Strecke: A-Ende: Neue Brücke 8, 70173 Stuttgart B-Ende: Gropiusplatz 10, 70563 Stuttgart EAST",100379_13740_V125816_P62529,,,
20028,100380,n/a,1,1,2,01.05.2022,,aktiv," 59,31 € ", -   € ,AlienWave,"Bereitstellung ITU-TS Rec. G.694.2 Wellenlänge auf der Strecke: A-Ende: Neue Brücke 8, 70173 Stuttgart B-Ende: Gropiusplatz 10, 70563 Stuttgart EAST",100380_13740_V125816,,,Keinen korrespondierender DC1 Vertragsposten vorhanden
20028,100381,n/a,1,1,2,01.05.2022,,aktiv," 59,31 € ", -   € ,AlienWave,"Bereitstellung ITU-TS Rec. G.694.2 Wellenlänge auf der Strecke: A-Ende: Neue Brücke 8, 70173 Stuttgart B-Ende: Gropiusplatz 10, 70563 Stuttgart EAST",100381_13740_V125816,,,Keinen korrespondierender DC1 Vertragsposten vorhanden
20028,100382,n/a,1,1,2,01.05.2022,,aktiv," 59,31 € ", -   € ,AlienWave,"Bereitstellung ITU-TS Rec. G.694.2 Wellenlänge auf der Strecke: A-Ende: Neue Brücke 8, 70173 Stuttgart B-Ende: Gropiusplatz 10, 70563 Stuttgart EAST",100382_13740_V125816,,,Keinen korrespondierender DC1 Vertragsposten vorhanden
20028,100383,n/a,1,1,2,01.05.2022,,aktiv," 59,31 € ", -   € ,AlienWave,"Bereitstellung ITU-TS Rec. G.694.2 Wellenlänge auf der Strecke: A-Ende: Neue Brücke 8, 70173 Stuttgart B-Ende: Gropiusplatz 10, 70563 Stuttgart EAST",100383_13740_V125816,,,Keinen korrespondierender DC1 Vertragsposten vorhanden
20028,100384,n/a,1,1,2,01.05.2022,,aktiv," 59,31 € ", -   € ,AlienWave,"Bereitstellung ITU-TS Rec. G.694.2 Wellenlänge auf der Strecke: A-Ende: Neue Brücke 8, 70173 Stuttgart B-Ende: Gropiusplatz 10, 70563 Stuttgart EAST",100384_13740_V125816,,,Keinen korrespondierender DC1 Vertragsposten vorhanden
20028,100385,n/a,1,1,2,01.05.2022,,aktiv," 137,49 € ", -   € ,AlienWave,"Bereitstellung ITU-TS Rec. G.694.2 Wellenlänge auf der Strecke: A-Ende: Neue Brücke 8, 70173 Stuttgart B-Ende: Gropiusplatz 10, 70563 Stuttgart WEST",100385_13740_V125816_P62530,,,
20028,100386,n/a,1,1,2,01.05.2022,,aktiv," 91,66 € ", -   € ,AlienWave,"Bereitstellung ITU-TS Rec. G.694.2 Wellenlänge auf der Strecke: A-Ende: Neue Brücke 8, 70173 Stuttgart B-Ende: Gropiusplatz 10, 70563 Stuttgart WEST",100386_13740_V125816,,,Keinen korrespondierender DC1 Vertragsposten vorhanden
20028,100387,n/a,1,1,2,01.05.2022,,aktiv," 91,66 € ", -   € ,AlienWave,"Bereitstellung ITU-TS Rec. G.694.2 Wellenlänge auf der Strecke: A-Ende: Neue Brücke 8, 70173 Stuttgart B-Ende: Gropiusplatz 10, 70563 Stuttgart WEST",100387_13740_V125816,,,Keinen korrespondierender DC1 Vertragsposten vorhanden
20028,100388,n/a,1,1,2,01.05.2022,,aktiv," 91,66 € ", -   € ,AlienWave,"Bereitstellung ITU-TS Rec. G.694.2 Wellenlänge auf der Strecke: A-Ende: Neue Brücke 8, 70173 Stuttgart B-Ende: Gropiusplatz 10, 70563 Stuttgart WEST",100388_13740_V125816,,,Keinen korrespondierender DC1 Vertragsposten vorhanden
20028,100389,n/a,1,1,2,01.05.2022,,aktiv," 91,66 € ", -   € ,AlienWave,"Bereitstellung ITU-TS Rec. G.694.2 Wellenlänge auf der Strecke: A-Ende: Neue Brücke 8, 70173 Stuttgart B-Ende: Gropiusplatz 10, 70563 Stuttgart WEST",100389_13740_V125816,,,Keinen korrespondierender DC1 Vertragsposten vorhanden
20028,100363,100367,1,1,2,01.01.2021,30.04.2021,ausgelaufen-posten_wurde_ersetzt," 121,32 € ", -   € ,MetroEthernet,"Transparente Ethernetverbindung zwischen A-Ende: Rotebühlstraße 125, 70178 Stuttgart H1 B-Ende: Gropiusplatz 10, 70563 Stuttgart H1, Bandwidth: 10000 Mbit/s EAST",100363_13457_V8778_P18732,,,
20028,100364,100368,1,1,2,01.01.2021,30.04.2021,ausgelaufen-posten_wurde_ersetzt," 161,76 € ", -   € ,MetroEthernet,"Transparente Ethernetverbindung zwischen A-Ende: Neue Brücke 8, 70173 Stuttgart H2 B-Ende: Gropiusplatz 10, 70563 Stuttgart H2, Bandwidth: 10000 Mbit/s WEST",100364_13457_V8778_P18734,,,
20028,100390,n/a,1,1,2,01.05.2022,,aktiv," 91,66 € ", -   € ,AlienWave,"Bereitstellung ITU-TS Rec. G.694.2 Wellenlänge auf der Strecke: A-Ende: Neue Brücke 8, 70173 Stuttgart B-Ende: Gropiusplatz 10, 70563 Stuttgart WEST",100390_13740_V125816,,,Keinen korrespondierender DC1 Vertragsposten vorhanden
20028,100391,n/a,1,1,2,01.05.2022,,aktiv," 59,31 € ", -   € ,AlienWave,"Bereitstellung ITU-TS Rec. G.694.2 Wellenlänge auf der Strecke: A-Ende: Neue Brücke 8, 70173 Stuttgart B-Ende: Gropiusplatz 10, 70563 Stuttgart EAST",100391_13740_V125816_P62531,,,
20028,100392,n/a,1,1,2,01.05.2022,,aktiv," 91,66 € ", -   € ,AlienWave,"Bereitstellung ITU-TS Rec. G.694.2 Wellenlänge auf der Strecke: A-Ende: Neue Brücke 8, 70173 Stuttgart B-Ende: Gropiusplatz 10, 70563 Stuttgart WEST",100392_13740_V125816_P62532,,,
20028,100393,n/a,1,1,2,01.05.2022,,aktiv," 161,76 € ", -   € ,AlienWave,"Bereitstellung ITU-TS Rec. G.694.2 Wellenlänge auf der Strecke: A-Ende: Pariser Platz 7, 70173 Stuttgart H2 B-Ende: Gropiusplatz 10, 70563 Stuttgart",100393_13740_V125816_P62533,,,
20028,100394,n/a,1,1,2,01.05.2022,,aktiv," 80,88 € ", -   € ,AlienWave,"Bereitstellung ITU-TS Rec. G.694.2 Wellenlänge auf der Strecke: A-Ende: Pariser Platz 7, 70173 Stuttgart H1 B-Ende: Neue Brücke 8, 70173 Stuttgart",100394_13740_V125816_P62534,,,
20028,100395,n/a,1,1,2,01.05.2022,,aktiv," 10,00 € "," 50,00 € ",IP_28,"Öffentliches /28 IPv4 Netz, 14 Nutzbare Adressen",100395_13740_V126187_P63406,G-AROG3EGR,94.186.237.32/28,
20028,100396,n/a,1,1,2,01.05.2022,,aktiv," 226,46 € ", -   € ,MetroEthernet,"Transparente Ethernetverbindung zwischen A-Ende: DE-CIX Frankfurt B-Ende: Neue Brücke 8, 70173 Stuttgart, Bandwidth: 1000 Mbit/s",100396_13740_V126188_P63428,,,
20028,100397,n/a,1,1,2,01.05.2022,,aktiv," 226,46 € ", -   € ,MetroEthernet,"Transparente Ethernetverbindung zwischen A-Ende: S-IX Stuttgart (DE-CIX) B-Ende: Gropiusplatz 10, 70563 Stuttgart, Bandwidth: 1000 Mbit/s",100397_13740_V126188_P63429,,,
20028,100398,n/a,1,1,2,01.05.2022,,aktiv," 1,50 € "," 50,00 € ",IP_31,"Öffentliches /31 IPv4 Netz, 2 Nutzbare Adressen",100398_13740,None,94.186.187.6/31,Keinen korrespondierender DC1 Vertragsposten vorhanden
20028,100374,n/a,1,1,2,01.01.2021,31.01.2021,ausgelaufen-posten_ist_ausgelaufen," 126,17 € ", -   € ,MetroEthernet,"Transparente Ethernetverbindung zwischen A-Ende: Mollenbachstr. 25, 71229 Leonberg B-Ende: Gropiusplatz 10, 70563 Stuttgart, Bandwidth: 1000 Mbit/s",100374_13617_V7468_P13052,,,
20028,100399,n/a,1,1,2,01.05.2022,,aktiv," 1,50 € "," 50,00 € ",IP_31,"Öffentliches /31 IPv4 Netz, 2 Nutzbare Adressen",100399_13740,None,94.186.187.12/31,Keinen korrespondierender DC1 Vertragsposten vorhanden
20028,100376,n/a,1,1,2,01.01.2021,30.11.2021,ausgelaufen-posten_ist_ausgelaufen," 5,00 € "," 50,00 € ",IP_29,"Öffentliches /29 IPv4 Netz, 6 Nutzbare Adressen",100376_13655_V7090_P12495,G-J2KHHLUM,94.186.154.24/29,
20028,100377,n/a,1,1,2,01.01.2021,30.11.2021,ausgelaufen-posten_ist_ausgelaufen," 5,00 € "," 50,00 € ",IP_29,"Öffentliches /29 IPv4 Netz, 6 Nutzbare Adressen",100377_13655,G-PBQ8GSDN,94.186.154.208/29,Keinen korrespondierender DC1 Vertragsposten vorhanden
20028,100378,n/a,1,1,2,01.01.2021,30.11.2021,ausgelaufen-posten_ist_ausgelaufen," 5,00 € "," 50,00 € ",IP_29,"Öffentliches /29 IPv4 Netz, 6 Nutzbare Adressen",100378_13655_V11572_P19449,G-09I1XLEK,94.186.234.64/29,
20028,100400,n/a,1,1,2,01.05.2022,,aktiv," 1,50 € "," 50,00 € ",IP_31,"Öffentliches /31 IPv4 Netz, 2 Nutzbare Adressen",100400_13740,None,94.186.198.12/31,Keinen korrespondierender DC1 Vertragsposten vorhanden
20028,100401,n/a,1,1,2,01.05.2022,,aktiv," 5,00 € "," 50,00 € ",IP_29,"Öffentliches /29 IPv4 Netz, 6 Nutzbare Adressen",100401_13794,G-HSQ8Z8Y5,94.186.183.112/29,Keinen korrespondierender DC1 Vertragsposten vorhanden
20028,100402,n/a,1,1,2,01.05.2022,,aktiv," 1,50 € "," 50,00 € ",IP_31,"Öffentliches /31 IPv4 Netz, 2 Nutzbare Adressen",100402_13794_V125109,G-JBZ7FX7S,94.186.183.228/31,Keinen korrespondierender DC1 Vertragsposten vorhanden
20028,100403,n/a,1,1,2,01.05.2022,,aktiv," 5,00 € "," 50,00 € ",IP_29,"Öffentliches /29 IPv4 Netz, 6 Nutzbare Adressen",100403_13794,None,94.186.185.64/29,Keinen korrespondierender DC1 Vertragsposten vorhanden
20028,100404,n/a,1,1,2,01.05.2022,,aktiv," 1,50 € "," 50,00 € ",IP_31,"Öffentliches /31 IPv4 Netz, 2 Nutzbare Adressen",100404_13794,None,94.186.187.212/31,Keinen korrespondierender DC1 Vertragsposten vorhanden
20028,100405,n/a,1,1,2,01.05.2022,,aktiv," 5,00 € "," 50,00 € ",IP_29,"Öffentliches /29 IPv4 Netz, 6 Nutzbare Adressen",100405_13794,None,94.186.190.240/29,Keinen korrespondierender DC1 Vertragsposten vorhanden
